date,primary_type,district,arrest,year
2006-02-11 12:00:00+00:00,THEFT,15,False,2006
2006-08-06 10:00:42+00:00,NARCOTICS,15,True,2006
2006-11-09 13:45:00+00:00,NARCOTICS,15,True,2006
2019-09-03 23:50:00+00:00,ASSAULT,15,False,2019
2013-12-06 07:30:00+00:00,ASSAULT,16,False,2013
2007-04-05 11:30:00+00:00,THEFT,16,False,2007
2002-04-23 20:55:00+00:00,THEFT,17,True,2002
2009-03-12 16:00:00+00:00,THEFT,18,False,2009
2008-08-12 14:00:00+00:00,OTHER OFFENSE,18,False,2008
2019-06-01 08:41:00+00:00,BATTERY,18,False,2019
2023-11-30 11:25:00+00:00,BATTERY,19,False,2023
2021-06-22 02:00:00+00:00,CRIMINAL SEXUAL ASSAULT,19,False,2021
2004-11-24 20:00:00+00:00,MOTOR VEHICLE THEFT,20,False,2004
2016-09-21 18:05:00+00:00,THEFT,22,False,2016
2007-06-01 22:00:00+00:00,THEFT,24,False,2007
2014-11-05 22:00:00+00:00,BATTERY,24,False,2014
2017-08-21 14:00:00+00:00,OTHER OFFENSE,24,False,2017
2003-03-05 23:00:00+00:00,CRIMINAL DAMAGE,24,False,2003
2018-04-27 12:00:00+00:00,DECEPTIVE PRACTICE,25,False,2018
2019-04-20 08:00:00+00:00,CRIM SEXUAL ASSAULT,25,False,2019
2008-06-24 19:20:00+00:00,BATTERY,25,False,2008
2003-06-25 06:00:00+00:00,OTHER OFFENSE,1,False,2003
2003-08-06 22:07:28+00:00,CRIMINAL TRESPASS,2,True,2003
2001-03-03 20:30:00+00:00,NARCOTICS,2,True,2001
2002-02-10 09:48:02+00:00,BATTERY,2,False,2002
2005-06-23 16:15:00+00:00,ASSAULT,2,True,2005
2010-06-04 06:00:00+00:00,BATTERY,3,True,2010
2016-07-12 20:35:00+00:00,THEFT,3,False,2016
2008-10-11 22:30:00+00:00,CRIMINAL DAMAGE,3,False,2008
2015-11-24 15:15:00+00:00,BATTERY,3,False,2015
2018-10-03 05:00:00+00:00,STALKING,3,False,2018
2017-09-20 12:00:00+00:00,OFFENSE INVOLVING CHILDREN,3,False,2017
2008-04-01 15:00:00+00:00,ASSAULT,4,False,2008
2002-06-27 09:16:14+00:00,BATTERY,4,False,2002
2006-06-27 13:14:00+00:00,NARCOTICS,4,True,2006
2009-08-29 22:00:00+00:00,BATTERY,4,False,2009
2006-03-12 02:03:59+00:00,ROBBERY,4,False,2006
2018-06-13 19:00:00+00:00,BURGLARY,5,False,2018
2018-01-11 16:00:00+00:00,DECEPTIVE PRACTICE,5,False,2018
2011-11-23 22:30:00+00:00,NARCOTICS,5,True,2011
2009-11-23 18:30:00+00:00,THEFT,6,False,2009
2024-05-04 14:33:00+00:00,BATTERY,6,False,2024
2012-01-28 23:55:00+00:00,ROBBERY,6,False,2012
2021-11-28 09:00:00+00:00,BURGLARY,6,False,2021
2022-03-23 11:00:00+00:00,DECEPTIVE PRACTICE,6,False,2022
2014-11-29 17:00:00+00:00,THEFT,6,False,2014
2015-03-20 12:45:00+00:00,ASSAULT,7,False,2015
2006-07-31 17:55:00+00:00,CRIMINAL DAMAGE,7,False,2006
2023-06-10 11:13:00+00:00,CRIMINAL TRESPASS,7,False,2023
2014-12-08 18:00:00+00:00,BATTERY,7,False,2014
2002-03-19 00:00:00+00:00,THEFT,7,False,2002
2004-12-04 16:01:00+00:00,ASSAULT,7,False,2004
2001-03-04 05:40:00+00:00,ROBBERY,8,False,2001
2021-12-16 04:43:00+00:00,BATTERY,8,False,2021
2007-01-06 10:25:00+00:00,MOTOR VEHICLE THEFT,8,False,2007
2009-03-31 19:25:32+00:00,OTHER OFFENSE,8,True,2009
2019-12-26 13:15:00+00:00,THEFT,8,False,2019
2023-12-15 21:00:00+00:00,CRIMINAL DAMAGE,8,False,2023
2010-04-04 00:45:00+00:00,ROBBERY,9,False,2010
2012-05-27 10:00:00+00:00,DECEPTIVE PRACTICE,9,False,2012
2003-09-09 13:00:00+00:00,THEFT,9,True,2003
2002-01-13 18:00:00+00:00,CRIMINAL TRESPASS,9,False,2002
2005-10-02 03:07:47+00:00,CRIMINAL DAMAGE,10,False,2005
2011-05-08 23:48:00+00:00,NARCOTICS,10,True,2011
2013-04-28 15:30:00+00:00,THEFT,10,False,2013
2024-01-12 20:42:00+00:00,THEFT,10,False,2024
2004-01-10 10:00:00+00:00,BURGLARY,11,False,2004
2012-06-09 16:44:00+00:00,NARCOTICS,11,True,2012
2023-11-24 20:25:00+00:00,OTHER OFFENSE,11,False,2023
2002-10-09 16:40:00+00:00,NARCOTICS,11,True,2002
2013-07-19 09:30:00+00:00,THEFT,11,False,2013
2003-09-13 11:00:00+00:00,THEFT,12,False,2003
2004-07-18 16:45:00+00:00,ASSAULT,12,True,2004
2015-03-28 23:30:00+00:00,BATTERY,12,False,2015
2007-11-06 07:30:00+00:00,THEFT,12,False,2007
2007-03-26 19:00:00+00:00,THEFT,12,False,2007
2008-12-20 12:00:00+00:00,CRIMINAL DAMAGE,12,False,2008
2009-05-10 20:05:00+00:00,NARCOTICS,12,True,2009
2007-12-07 23:20:00+00:00,NARCOTICS,12,True,2007
2005-11-01 21:08:59+00:00,NARCOTICS,14,True,2005
2015-11-18 09:00:00+00:00,OTHER OFFENSE,14,False,2015
2019-08-24 22:56:00+00:00,THEFT,15,False,2019
2011-06-27 21:15:00+00:00,ROBBERY,15,False,2011
2013-01-01 12:00:00+00:00,CRIM SEXUAL ASSAULT,15,False,2013
2001-03-08 16:35:00+00:00,WEAPONS VIOLATION,17,True,2001
2017-07-29 21:45:00+00:00,BATTERY,17,False,2017
2005-11-16 12:00:00+00:00,THEFT,17,False,2005
2008-03-28 00:15:00+00:00,BATTERY,17,True,2008
2008-11-11 09:00:00+00:00,DECEPTIVE PRACTICE,17,False,2008
2017-07-12 02:00:00+00:00,THEFT,18,False,2017
2001-01-24 21:05:00+00:00,NARCOTICS,18,True,2001
2013-11-12 09:00:00+00:00,THEFT,19,False,2013
2005-04-08 14:20:00+00:00,LIQUOR LAW VIOLATION,19,True,2005
2009-09-17 15:30:00+00:00,BURGLARY,19,False,2009
2015-04-10 17:00:00+00:00,THEFT,19,False,2015
2009-08-13 13:00:00+00:00,THEFT,19,False,2009
2010-02-12 21:00:00+00:00,BURGLARY,19,False,2010
2013-01-17 08:15:00+00:00,THEFT,20,False,2013
2019-11-20 00:07:00+00:00,CRIMINAL DAMAGE,20,False,2019
2013-10-14 20:10:00+00:00,WEAPONS VIOLATION,22,True,2013
2003-03-17 21:30:00+00:00,OTHER OFFENSE,22,False,2003
2002-11-23 15:05:00+00:00,THEFT,22,False,2002
2006-05-06 10:30:00+00:00,THEFT,19,False,2006
2003-06-15 10:00:00+00:00,GAMBLING,19,True,2003
2018-08-06 02:00:00+00:00,CRIMINAL DAMAGE,24,False,2018
2003-01-13 13:20:00+00:00,NARCOTICS,24,True,2003
2004-07-09 10:30:00+00:00,MOTOR VEHICLE THEFT,25,False,2004
2001-06-05 13:53:26+00:00,ASSAULT,25,False,2001
2019-09-03 10:00:00+00:00,THEFT,25,False,2019
2024-09-06 16:07:00+00:00,THEFT,1,False,2024
2019-03-19 11:00:00+00:00,DECEPTIVE PRACTICE,1,False,2019
2021-09-15 21:20:00+00:00,CRIMINAL DAMAGE,1,False,2021
2001-01-11 10:17:52+00:00,DECEPTIVE PRACTICE,1,False,2001
2007-11-21 06:30:00+00:00,CRIMINAL TRESPASS,1,True,2007
2004-09-12 12:31:00+00:00,BATTERY,1,True,2004
2003-12-07 10:46:00+00:00,CRIMINAL DAMAGE,1,False,2003
2022-02-10 18:00:00+00:00,THEFT,2,False,2022
2002-03-01 17:21:00+00:00,OTHER OFFENSE,2,False,2002
2010-04-11 13:00:00+00:00,ROBBERY,2,False,2010
2016-11-09 19:35:00+00:00,DECEPTIVE PRACTICE,2,True,2016
2008-05-20 02:30:00+00:00,ROBBERY,3,False,2008
2009-04-29 13:08:00+00:00,BURGLARY,3,False,2009
2009-09-11 01:30:00+00:00,NARCOTICS,3,True,2009
2004-10-20 15:58:13+00:00,CRIMINAL DAMAGE,3,False,2004
2008-02-19 15:15:00+00:00,THEFT,3,False,2008
2016-11-11 23:07:00+00:00,CRIMINAL DAMAGE,4,False,2016
2014-12-28 15:00:00+00:00,BATTERY,4,False,2014
2006-04-09 20:20:23+00:00,NARCOTICS,4,True,2006
2002-11-13 22:15:00+00:00,NARCOTICS,5,True,2002
2019-12-18 02:00:00+00:00,THEFT,5,False,2019
2017-01-30 09:30:00+00:00,BATTERY,5,False,2017
2010-10-11 13:45:04+00:00,BURGLARY,5,False,2010
2001-07-28 22:00:00+00:00,MOTOR VEHICLE THEFT,5,False,2001
2002-12-19 08:35:00+00:00,STALKING,6,False,2002
2018-01-23 10:40:00+00:00,ASSAULT,7,True,2018
2008-03-29 10:35:00+00:00,NARCOTICS,7,True,2008
2005-02-26 01:45:00+00:00,BATTERY,7,False,2005
2016-10-24 18:00:00+00:00,DECEPTIVE PRACTICE,7,False,2016
2011-07-18 16:15:00+00:00,ROBBERY,7,False,2011
2001-07-12 18:40:00+00:00,ROBBERY,8,False,2001
2010-07-02 04:00:00+00:00,NARCOTICS,8,True,2010
2002-04-01 05:30:00+00:00,CRIMINAL DAMAGE,8,False,2002
2005-01-30 17:45:00+00:00,ROBBERY,8,False,2005
2017-10-24 05:00:00+00:00,MOTOR VEHICLE THEFT,8,False,2017
2009-11-23 16:30:00+00:00,DECEPTIVE PRACTICE,8,False,2009
2011-04-21 23:00:00+00:00,BATTERY,9,False,2011
2022-04-12 12:43:00+00:00,CRIMINAL TRESPASS,9,True,2022
2014-04-15 19:25:00+00:00,NARCOTICS,9,True,2014
2011-12-20 23:00:00+00:00,THEFT,9,False,2011
2007-06-22 17:00:00+00:00,ASSAULT,10,False,2007
2003-07-01 11:15:00+00:00,THEFT,10,False,2003
2010-10-09 14:45:00+00:00,NARCOTICS,10,True,2010
2007-10-26 15:00:00+00:00,THEFT,10,False,2007
2011-11-13 07:00:00+00:00,BATTERY,10,False,2011
2006-06-22 15:15:00+00:00,ASSAULT,10,False,2006
2007-05-30 20:00:00+00:00,THEFT,10,False,2007
2012-01-01 19:05:00+00:00,NARCOTICS,11,True,2012
2002-10-14 03:55:00+00:00,NARCOTICS,11,True,2002
2007-12-03 11:00:00+00:00,BATTERY,11,False,2007
2022-11-27 02:30:00+00:00,OTHER OFFENSE,12,False,2022
2021-09-05 19:00:00+00:00,THEFT,12,False,2021
2007-09-17 22:55:00+00:00,THEFT,12,True,2007
2010-08-06 13:30:00+00:00,MOTOR VEHICLE THEFT,12,False,2010
2005-10-11 11:30:00+00:00,THEFT,14,False,2005
2007-06-24 05:00:00+00:00,ASSAULT,14,True,2007
2009-03-13 06:00:00+00:00,BATTERY,15,True,2009
2009-02-22 17:45:00+00:00,BATTERY,15,False,2009
2017-04-16 17:03:00+00:00,THEFT,15,False,2017
2020-09-27 13:00:00+00:00,CRIMINAL DAMAGE,17,False,2020
2004-06-23 12:30:00+00:00,THEFT,17,False,2004
2006-07-30 02:30:00+00:00,INTERFERENCE WITH PUBLIC OFFICER,18,False,2006
2015-04-10 14:10:00+00:00,THEFT,18,True,2015
2018-01-18 02:28:00+00:00,BATTERY,19,True,2018
2012-07-20 19:00:00+00:00,THEFT,19,False,2012
2021-07-10 19:11:00+00:00,THEFT,19,False,2021
2023-12-20 08:05:00+00:00,MOTOR VEHICLE THEFT,20,False,2023
2005-02-27 15:50:00+00:00,BATTERY,22,False,2005
2001-07-23 18:45:00+00:00,BURGLARY,22,False,2001
2005-06-04 09:40:00+00:00,NARCOTICS,19,True,2005
2005-01-19 11:10:00+00:00,THEFT,19,False,2005
2002-04-17 21:00:00+00:00,THEFT,24,False,2002
2012-04-15 17:00:00+00:00,MOTOR VEHICLE THEFT,24,False,2012
2003-09-11 18:00:00+00:00,CRIMINAL DAMAGE,24,False,2003
2023-10-10 14:51:00+00:00,ROBBERY,24,True,2023
2007-09-22 08:03:15+00:00,ROBBERY,24,False,2007
2023-01-02 16:02:00+00:00,THEFT,24,False,2023
2017-07-06 19:00:00+00:00,THEFT,25,False,2017
2012-10-28 22:30:00+00:00,MOTOR VEHICLE THEFT,25,False,2012
2006-05-15 06:30:00+00:00,BURGLARY,25,False,2006
2005-03-23 21:30:00+00:00,ASSAULT,25,True,2005
2015-01-27 22:30:00+00:00,PUBLIC PEACE VIOLATION,25,True,2015
2023-05-16 16:04:00+00:00,BATTERY,1,True,2023
2024-02-14 11:20:00+00:00,INTERFERENCE WITH PUBLIC OFFICER,1,True,2024
2010-11-29 09:10:00+00:00,THEFT,1,False,2010
2005-11-28 13:08:50+00:00,NARCOTICS,2,True,2005
2004-05-29 14:12:52+00:00,BATTERY,2,False,2004
2009-05-02 13:48:18+00:00,CRIMINAL TRESPASS,2,True,2009
2001-05-22 14:57:59+00:00,ASSAULT,2,True,2001
2004-10-18 08:00:00+00:00,MOTOR VEHICLE THEFT,2,False,2004
2013-02-03 21:00:00+00:00,MOTOR VEHICLE THEFT,2,False,2013
2017-03-29 13:44:00+00:00,BATTERY,3,True,2017
2024-01-29 15:03:00+00:00,ASSAULT,3,False,2024
2014-08-19 10:00:00+00:00,OTHER OFFENSE,3,False,2014
2011-12-25 21:00:00+00:00,SEX OFFENSE,3,False,2011
2009-02-22 09:50:00+00:00,BATTERY,3,False,2009
2017-07-24 07:00:00+00:00,MOTOR VEHICLE THEFT,3,False,2017
2021-04-10 16:00:00+00:00,THEFT,3,False,2021
2005-12-05 09:40:00+00:00,CRIMINAL DAMAGE,3,False,2005
2007-04-21 10:29:04+00:00,ROBBERY,4,False,2007
2017-11-06 10:30:00+00:00,CRIMINAL TRESPASS,4,False,2017
2016-03-18 00:10:00+00:00,CRIMINAL DAMAGE,4,False,2016
2004-12-13 04:30:00+00:00,THEFT,4,False,2004
2023-02-28 22:30:00+00:00,MOTOR VEHICLE THEFT,4,False,2023
2017-02-08 19:20:00+00:00,BATTERY,5,True,2017
2021-04-08 14:09:00+00:00,THEFT,5,False,2021
2008-05-16 20:05:00+00:00,BATTERY,6,False,2008
2002-12-15 03:30:00+00:00,DECEPTIVE PRACTICE,6,False,2002
2009-05-21 20:15:00+00:00,PROSTITUTION,6,True,2009
2008-10-17 20:00:00+00:00,OFFENSE INVOLVING CHILDREN,6,True,2008
2005-06-29 19:06:08+00:00,NARCOTICS,6,True,2005
2022-11-07 03:40:00+00:00,THEFT,6,False,2022
2008-11-09 01:00:00+00:00,MOTOR VEHICLE THEFT,6,False,2008
2011-02-17 23:50:00+00:00,CRIMINAL DAMAGE,7,False,2011
2007-10-04 20:35:00+00:00,BATTERY,7,False,2007
2007-07-02 14:05:00+00:00,BATTERY,7,False,2007
2022-06-22 20:00:00+00:00,THEFT,8,False,2022
2013-04-08 21:30:00+00:00,NARCOTICS,8,True,2013
2010-02-02 20:22:00+00:00,OTHER OFFENSE,8,False,2010
2008-11-20 21:30:00+00:00,THEFT,8,False,2008
2006-07-19 04:30:00+00:00,CRIMINAL DAMAGE,8,False,2006
2019-10-23 08:00:00+00:00,THEFT,8,False,2019
2015-09-10 22:50:00+00:00,ASSAULT,8,False,2015
2008-01-23 21:00:00+00:00,OTHER OFFENSE,8,False,2008
2003-07-11 15:00:00+00:00,DECEPTIVE PRACTICE,9,False,2003
2006-03-06 08:30:00+00:00,BURGLARY,9,False,2006
2005-05-23 14:30:00+00:00,BATTERY,9,False,2005
2001-11-04 22:30:00+00:00,CRIMINAL DAMAGE,9,False,2001
2021-04-01 09:40:00+00:00,BATTERY,10,False,2021
2009-08-26 13:00:00+00:00,BURGLARY,10,False,2009
2011-09-01 03:26:00+00:00,THEFT,10,True,2011
2017-04-27 19:15:00+00:00,ASSAULT,11,False,2017
2003-09-10 01:30:00+00:00,ROBBERY,11,False,2003
2008-12-18 14:30:00+00:00,THEFT,11,False,2008
2004-08-18 21:20:00+00:00,BATTERY,11,False,2004
2009-12-04 04:30:00+00:00,BATTERY,11,False,2009
2008-01-09 07:25:00+00:00,MOTOR VEHICLE THEFT,12,False,2008
2017-07-28 22:00:00+00:00,THEFT,12,False,2017
2012-03-27 00:00:00+00:00,BATTERY,15,False,2012
2017-04-22 08:54:00+00:00,OTHER OFFENSE,15,False,2017
2012-02-28 21:00:00+00:00,BATTERY,16,False,2012
2016-02-12 16:00:00+00:00,ASSAULT,16,False,2016
2012-12-03 15:30:00+00:00,BURGLARY,17,False,2012
2009-08-27 19:00:00+00:00,BURGLARY,18,False,2009
2007-01-09 08:30:00+00:00,BURGLARY,18,False,2007
2011-10-28 23:00:00+00:00,CRIMINAL DAMAGE,18,True,2011
2018-02-12 20:30:00+00:00,BATTERY,18,True,2018
2014-04-18 13:00:00+00:00,DECEPTIVE PRACTICE,18,False,2014
2007-03-23 08:20:00+00:00,ASSAULT,18,False,2007
2016-08-10 17:00:00+00:00,DECEPTIVE PRACTICE,19,False,2016
2003-08-15 13:00:00+00:00,ASSAULT,19,True,2003
2002-09-03 20:40:00+00:00,DECEPTIVE PRACTICE,19,True,2002
2010-06-10 21:00:00+00:00,MOTOR VEHICLE THEFT,19,False,2010
2008-04-23 21:53:00+00:00,CRIMINAL DAMAGE,20,False,2008
2011-04-04 10:30:00+00:00,NARCOTICS,2,True,2011
2024-11-29 22:00:00+00:00,MOTOR VEHICLE THEFT,22,False,2024
2002-08-13 11:00:00+00:00,DECEPTIVE PRACTICE,22,False,2002
2021-03-04 16:04:00+00:00,THEFT,22,False,2021
2017-02-01 02:58:00+00:00,CRIMINAL DAMAGE,24,False,2017
2006-01-24 19:45:00+00:00,CRIMINAL DAMAGE,24,False,2006
2013-01-30 18:50:00+00:00,CRIMINAL TRESPASS,24,True,2013
2022-08-30 00:00:00+00:00,THEFT,25,False,2022
2019-04-15 21:05:00+00:00,CRIMINAL DAMAGE,25,False,2019
2004-12-03 18:30:00+00:00,OFFENSE INVOLVING CHILDREN,25,False,2004
2005-04-25 08:30:00+00:00,THEFT,1,False,2005
2004-09-28 15:07:13+00:00,ROBBERY,1,False,2004
2005-10-31 20:40:00+00:00,NARCOTICS,1,True,2005
2025-01-09 10:00:00+00:00,OTHER OFFENSE,2,False,2025
2006-03-14 05:00:00+00:00,BATTERY,2,False,2006
2010-12-08 20:25:00+00:00,NARCOTICS,2,True,2010
2004-10-19 07:00:00+00:00,THEFT,2,False,2004
2002-03-13 15:00:00+00:00,MOTOR VEHICLE THEFT,2,False,2002
2005-10-13 03:00:00+00:00,ROBBERY,3,False,2005
2004-06-19 10:00:00+00:00,BATTERY,3,True,2004
2022-10-21 22:00:00+00:00,ASSAULT,3,False,2022
2005-11-13 10:30:00+00:00,BATTERY,4,False,2005
2004-03-08 04:30:00+00:00,CRIMINAL DAMAGE,4,False,2004
2015-01-14 22:00:00+00:00,BURGLARY,4,False,2015
2010-05-11 11:00:00+00:00,BURGLARY,4,False,2010
2009-12-21 12:00:00+00:00,NARCOTICS,4,True,2009
2010-12-28 23:53:00+00:00,BATTERY,4,True,2010
2019-01-22 17:20:00+00:00,CRIMINAL TRESPASS,5,True,2019
2015-06-30 20:00:00+00:00,BURGLARY,5,False,2015
2012-04-29 21:00:00+00:00,BATTERY,5,False,2012
2014-10-14 21:45:00+00:00,ASSAULT,6,False,2014
2001-12-21 16:43:21+00:00,THEFT,6,False,2001
2019-04-30 12:55:00+00:00,WEAPONS VIOLATION,6,False,2019
2006-02-03 13:55:16+00:00,ASSAULT,6,True,2006
2012-06-09 23:10:00+00:00,BATTERY,6,False,2012
2013-06-08 08:28:00+00:00,BATTERY,6,False,2013
2023-03-08 13:28:00+00:00,BATTERY,6,False,2023
2017-06-26 08:15:00+00:00,CRIMINAL DAMAGE,7,False,2017
2003-02-20 19:00:00+00:00,BURGLARY,7,False,2003
2011-01-04 11:42:00+00:00,BATTERY,7,False,2011
2008-07-17 00:50:00+00:00,BATTERY,7,False,2008
2017-12-21 17:57:00+00:00,OTHER OFFENSE,7,True,2017
2008-05-31 11:18:48+00:00,NARCOTICS,7,True,2008
2005-12-07 01:52:00+00:00,OTHER OFFENSE,8,True,2005
2005-05-12 19:00:00+00:00,BURGLARY,8,False,2005
2024-03-04 12:00:00+00:00,DECEPTIVE PRACTICE,8,False,2024
2006-01-02 18:50:00+00:00,BATTERY,8,False,2006
2003-06-26 04:00:00+00:00,CRIMINAL DAMAGE,8,False,2003
2023-09-05 02:00:00+00:00,BURGLARY,8,False,2023
2001-08-28 11:00:00+00:00,BURGLARY,9,False,2001
2010-04-25 17:25:00+00:00,NARCOTICS,9,True,2010
2024-05-17 20:28:00+00:00,CRIMINAL DAMAGE,9,False,2024
2022-10-26 00:01:00+00:00,MOTOR VEHICLE THEFT,9,False,2022
2009-07-09 16:50:00+00:00,NARCOTICS,9,True,2009
2017-04-16 22:00:00+00:00,ROBBERY,9,False,2017
2021-05-29 19:24:00+00:00,WEAPONS VIOLATION,10,True,2021
2020-05-25 21:02:00+00:00,CRIMINAL DAMAGE,10,False,2020
2011-09-17 00:01:00+00:00,THEFT,10,False,2011
2014-08-07 22:39:00+00:00,NARCOTICS,11,True,2014
2005-02-11 13:30:00+00:00,BURGLARY,11,False,2005
2019-05-02 13:00:00+00:00,NARCOTICS,11,True,2019
2013-09-14 15:30:00+00:00,THEFT,11,False,2013
2023-03-11 16:15:00+00:00,BATTERY,11,False,2023
2001-06-12 00:10:00+00:00,ROBBERY,12,False,2001
2017-12-05 12:00:00+00:00,DECEPTIVE PRACTICE,12,False,2017
2016-11-09 13:00:00+00:00,THEFT,12,False,2016
2024-12-02 16:30:00+00:00,CRIMINAL DAMAGE,12,False,2024
2016-08-16 18:17:00+00:00,THEFT,14,False,2016
2001-08-13 22:45:00+00:00,BATTERY,14,False,2001
2014-09-14 22:00:00+00:00,THEFT,14,False,2014
2006-08-23 01:41:40+00:00,BATTERY,15,True,2006
2018-09-19 15:30:00+00:00,BATTERY,15,False,2018
2008-10-24 23:42:03+00:00,BURGLARY,15,False,2008
2007-09-15 03:10:20+00:00,CRIMINAL DAMAGE,15,False,2007
2005-01-26 12:30:00+00:00,NARCOTICS,15,True,2005
2006-04-13 08:21:00+00:00,THEFT,16,False,2006
2020-06-22 12:00:00+00:00,DECEPTIVE PRACTICE,16,False,2020
2008-07-04 11:00:00+00:00,THEFT,17,False,2008
2017-02-21 23:00:00+00:00,BURGLARY,17,False,2017
2001-11-03 13:10:00+00:00,BATTERY,18,True,2001
2001-04-18 17:00:00+00:00,THEFT,18,False,2001
2002-07-16 00:00:00+00:00,OTHER OFFENSE,19,False,2002
2013-02-01 20:13:00+00:00,THEFT,19,False,2013
2009-10-12 11:45:00+00:00,CRIMINAL DAMAGE,22,False,2009
2001-07-04 22:00:00+00:00,THEFT,22,False,2001
2018-01-12 14:30:00+00:00,THEFT,22,False,2018
2009-06-13 16:30:00+00:00,MOTOR VEHICLE THEFT,22,False,2009
2006-02-02 09:30:00+00:00,BATTERY,22,True,2006
2011-08-26 14:00:00+00:00,BURGLARY,19,False,2011
2007-12-05 14:30:00+00:00,DECEPTIVE PRACTICE,19,False,2007
2017-03-30 02:00:00+00:00,THEFT,24,False,2017
2005-12-09 07:45:00+00:00,THEFT,25,False,2005
2006-01-06 17:00:00+00:00,ROBBERY,25,False,2006
2006-08-20 09:42:00+00:00,ROBBERY,25,False,2006
2008-11-18 23:30:00+00:00,MOTOR VEHICLE THEFT,25,False,2008
2007-03-26 17:30:00+00:00,THEFT,1,False,2007
2008-06-09 21:38:00+00:00,CRIMINAL DAMAGE,1,False,2008
2023-08-16 23:45:00+00:00,THEFT,1,False,2023
2015-08-30 00:13:00+00:00,OTHER OFFENSE,2,False,2015
2012-05-20 09:30:00+00:00,THEFT,2,False,2012
2009-06-21 08:00:00+00:00,OTHER OFFENSE,2,False,2009
2020-09-07 18:00:00+00:00,BATTERY,3,False,2020
2009-07-24 20:40:00+00:00,THEFT,3,False,2009
2020-11-06 12:45:00+00:00,THEFT,4,False,2020
2005-06-04 16:05:00+00:00,NARCOTICS,4,True,2005
2007-11-26 20:41:06+00:00,NARCOTICS,4,True,2007
2008-03-07 01:30:04+00:00,BURGLARY,4,False,2008
2001-05-17 08:50:58+00:00,OTHER OFFENSE,4,False,2001
2009-04-20 09:01:00+00:00,OTHER OFFENSE,5,False,2009
2010-06-28 07:45:00+00:00,ASSAULT,5,False,2010
2014-10-31 18:00:00+00:00,CRIMINAL DAMAGE,5,False,2014
2001-06-11 20:00:00+00:00,BATTERY,5,False,2001
2017-10-21 00:32:00+00:00,ROBBERY,6,False,2017
2009-11-02 10:30:00+00:00,BATTERY,6,False,2009
2018-06-19 17:39:00+00:00,THEFT,6,True,2018
2001-12-25 18:05:13+00:00,CRIMINAL DAMAGE,6,False,2001
2001-02-01 08:00:00+00:00,THEFT,7,False,2001
2006-11-10 19:30:00+00:00,CRIMINAL DAMAGE,7,False,2006
2005-11-23 18:00:00+00:00,OTHER OFFENSE,7,False,2005
2018-07-24 12:50:00+00:00,ASSAULT,7,False,2018
2005-01-26 19:55:00+00:00,NARCOTICS,7,True,2005
2014-09-16 14:00:00+00:00,BURGLARY,7,False,2014
2002-05-15 13:12:33+00:00,BATTERY,8,False,2002
2008-04-03 01:14:00+00:00,DECEPTIVE PRACTICE,8,True,2008
2016-06-11 23:45:00+00:00,CRIMINAL DAMAGE,8,False,2016
2009-03-12 12:05:00+00:00,DECEPTIVE PRACTICE,8,True,2009
2025-01-03 20:20:00+00:00,ROBBERY,8,False,2025
2013-06-08 15:12:00+00:00,NARCOTICS,9,True,2013
2014-07-28 11:48:00+00:00,OTHER OFFENSE,9,False,2014
2022-04-13 14:00:00+00:00,ASSAULT,9,False,2022
2008-02-24 10:00:00+00:00,THEFT,9,False,2008
2003-01-04 20:20:00+00:00,NARCOTICS,9,True,2003
2002-03-16 17:00:00+00:00,DECEPTIVE PRACTICE,9,False,2002
2014-01-29 23:22:00+00:00,INTERFERENCE WITH PUBLIC OFFICER,10,True,2014
2008-01-20 20:20:52+00:00,OTHER OFFENSE,10,True,2008
2009-07-31 17:30:00+00:00,THEFT,10,False,2009
2014-01-23 20:20:00+00:00,BATTERY,10,False,2014
2010-11-22 15:30:00+00:00,BATTERY,10,False,2010
2019-02-12 14:00:00+00:00,CRIMINAL DAMAGE,11,False,2019
2008-01-18 22:05:00+00:00,NARCOTICS,11,True,2008
2014-04-28 08:00:00+00:00,THEFT,11,False,2014
2013-11-15 06:25:00+00:00,CRIMINAL DAMAGE,11,False,2013
2016-10-01 00:01:00+00:00,THEFT,12,False,2016
2009-09-14 17:47:00+00:00,BATTERY,12,False,2009
2011-12-23 15:10:00+00:00,THEFT,12,False,2011
2007-07-04 02:45:00+00:00,BATTERY,14,False,2007
2007-06-28 10:40:00+00:00,NARCOTICS,14,True,2007
2001-12-04 20:50:00+00:00,NARCOTICS,14,True,2001
2008-10-30 13:20:00+00:00,THEFT,14,False,2008
2024-05-01 20:15:00+00:00,ASSAULT,15,False,2024
2007-02-21 15:38:21+00:00,NARCOTICS,15,True,2007
2003-08-31 04:30:00+00:00,ROBBERY,15,False,2003
2023-03-01 17:00:00+00:00,DECEPTIVE PRACTICE,16,False,2023
2024-07-17 00:01:00+00:00,THEFT,16,False,2024
2022-05-22 19:00:00+00:00,CRIMINAL SEXUAL ASSAULT,17,False,2022
2003-04-25 08:00:00+00:00,CRIMINAL DAMAGE,17,False,2003
2006-11-13 08:37:00+00:00,NARCOTICS,17,True,2006
2021-11-28 23:00:00+00:00,BATTERY,17,True,2021
2014-03-11 20:30:00+00:00,MOTOR VEHICLE THEFT,17,False,2014
2010-06-24 09:15:00+00:00,CRIMINAL DAMAGE,18,False,2010
2019-12-02 19:39:00+00:00,ROBBERY,18,False,2019
